time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2021-02-03T00:51:36.182Z,-22.663,171.9487,10,5.3,mb,,77,15.327,0.88,us,us6000de1w,2021-02-03T01:09:39.040Z,southeast of the Loyalty Islands,earthquake,5.8,1.9,0.06,93,reviewed,us,us
2021-02-03T00:49:45.054Z,-22.8924,171.8894,10,5,mb,,64,15.113,0.58,us,us6000de1p,2021-02-03T02:34:55.040Z,southeast of the Loyalty Islands,earthquake,13.8,1.8,0.075,58,reviewed,us,us
2021-02-03T00:42:17.579Z,-22.5457,172.1,10,5.6,mww,,98,15.417,1.04,us,us6000de1j,2021-02-04T00:45:18.564Z,southeast of the Loyalty Islands,earthquake,6.1,1.8,0.098,10,reviewed,us,us
2021-02-03T00:05:33.735Z,-22.7098,171.9202,10,5.2,mb,,70,15.286,0.87,us,us6000de1c,2021-02-03T00:30:45.040Z,southeast of the Loyalty Islands,earthquake,13.8,1.9,0.049,135,reviewed,us,us
2021-02-02T23:58:34.546Z,-22.7369,171.9044,9,5.8,mww,,26,5.096,1.21,us,us6000de19,2021-02-10T03:17:58.881Z,southeast of the Loyalty Islands,earthquake,8.2,1.7,0.057,30,reviewed,us,us
2021-02-02T23:50:42.257Z,-22.7367,171.8679,10,4.9,mb,,64,5.062,1.03,us,us6000de13,2021-02-10T03:10:44.040Z,southeast of the Loyalty Islands,earthquake,11.2,1.8,0.087,42,reviewed,us,us
2021-02-02T23:44:42.420Z,-22.8368,171.6497,10,4.5,mb,,110,4.875,0.98,us,us6000dg02,2021-02-10T03:05:14.040Z,southeast of the Loyalty Islands,earthquake,8.8,1.7,0.151,13,reviewed,us,us
2021-02-02T23:37:11.108Z,-22.619,171.7621,10,4.6,mb,,114,4.953,1.17,us,us6000dg00,2021-02-10T02:46:39.040Z,southeast of the Loyalty Islands,earthquake,7.3,1.8,0.126,21,reviewed,us,us
2021-02-02T22:57:54.923Z,-15.1744,-75.8571,10,4.5,mb,,71,3.309,1.08,us,us6000de0t,2021-02-10T02:39:56.040Z,"77 km WNW of San Juan, Peru",earthquake,10.2,1.9,0.128,18,reviewed,us,us
2021-02-02T20:49:27.581Z,-16.286,177.9523,10,5.7,mww,,35,4.269,0.74,us,us6000ddzk,2021-02-03T21:37:58.336Z,"141 km NNE of Ba, Fiji",earthquake,7.2,1.7,0.071,19,reviewed,us,us
2021-02-02T16:14:12.251Z,28.8023,84.0028,21.06,4.6,mb,,126,2.613,0.58,us,us6000ddxt,2021-02-03T11:07:16.793Z,"51 km NE of Chitre, Nepal",earthquake,9.6,5.2,0.084,42,reviewed,us,us
2021-02-02T14:45:00.693Z,4.1327,126.5027,39.89,4.7,mb,,112,3.059,0.82,us,us6000ddx3,2021-02-10T18:06:13.040Z,"181 km SE of Sarangani, Philippines",earthquake,8.5,8.5,0.097,32,reviewed,us,us
2021-02-02T14:37:40.116Z,4.0126,126.5004,48.5,5,mww,,62,3.172,0.67,us,us6000ddwl,2021-02-10T17:59:57.040Z,"192 km SE of Sarangani, Philippines",earthquake,7,5.5,0.098,10,reviewed,us,us
2021-02-02T08:05:16.094Z,-16.3014,-172.7035,28,4.9,mb,,70,2.539,1.28,us,us6000ddut,2021-02-02T08:24:31.040Z,"123 km ESE of Hihifo, Tonga",earthquake,4.5,6.3,0.093,36,reviewed,us,us
2021-02-02T04:35:59.497Z,2.2047,128.3277,83.94,4.8,mb,,79,1.717,0.51,us,us6000ddt4,2021-02-03T00:49:41.040Z,"63 km NE of Tobelo, Indonesia",earthquake,9.2,6,0.094,35,reviewed,us,us
2021-02-02T02:31:14.090Z,28.8429,87.3919,9.98,5,mww,,64,3.373,0.57,us,us6000ddsr,2021-02-03T00:18:32.758Z,"113 km NNE of Lobujya, Nepal",earthquake,8.2,3.9,0.083,14,reviewed,us,us
2021-02-02T00:02:45.243Z,39.1024,36.1006,10,4.5,mwr,,26,0.318,0.78,us,us6000dds6,2021-02-02T13:55:27.273Z,"9 km SSE of Gemerek, Turkey",earthquake,3.7,1.9,0.069,20,reviewed,us,us
2021-02-01T22:31:08.001Z,9.7061,126.01,10,4.7,mb,,126,2.654,0.55,us,us6000dfwb,2021-02-10T00:42:24.040Z,"7 km SW of Dapa, Philippines",earthquake,14.6,0.7,0.137,16,reviewed,us,us
2021-02-01T20:53:19.898Z,13.6975,-90.7714,83.66,4.6,mb,,178,1.216,0.51,us,us6000ddrb,2021-02-09T22:08:33.040Z,"26 km SSE of Puerto San José, Guatemala",earthquake,4.2,8.5,0.141,15,reviewed,us,us
2021-02-01T20:46:15.897Z,38.9772,26.0791,10,4.8,mb,,32,0.65,0.55,us,us6000ddra,2021-02-09T21:57:45.880Z,"14 km SW of Polichnítos, Greece",earthquake,5.1,1.1,0.071,61,reviewed,us,us
2021-02-01T18:32:57.756Z,-4.6544,132.5931,10,4.8,mb,,84,1.757,1.02,us,us6000ddqn,2021-02-09T21:31:13.040Z,"109 km N of Tual, Indonesia",earthquake,5.9,1.8,0.098,32,reviewed,us,us
2021-02-01T17:14:48.534Z,4.9874,127.5422,111.84,4.6,mb,,116,2.844,1.01,us,us6000ddqb,2021-02-09T21:24:50.040Z,"214 km SE of Pondaguitan, Philippines",earthquake,6.3,6.1,0.075,52,reviewed,us,us
2021-02-01T15:34:05.257Z,-6.3737,147.7647,52.18,4.7,mb,,97,3.07,0.55,us,us6000dfw3,2021-02-10T14:18:22.040Z,"22 km NNW of Finschhafen, Papua New Guinea",earthquake,7.9,7.2,0.094,34,reviewed,us,us
2021-02-01T15:29:28.656Z,-55.6175,-128.9766,10,4.9,mb,,71,30.262,0.76,us,us6000dfw0,2021-02-09T20:32:37.040Z,Pacific-Antarctic Ridge,earthquake,15.3,1.8,0.187,12,reviewed,us,us
2021-02-01T15:18:25.197Z,-59.0013,-16.8454,10,4.8,mb,,76,13.935,0.48,us,us6000dfw1,2021-02-09T19:54:35.040Z,east of the South Sandwich Islands,earthquake,12.5,1.2,0.131,20,reviewed,us,us
2021-02-01T14:25:05.483Z,-15.6435,-173.2042,10,4.5,mb,,114,2.205,0.22,us,us6000dfw7,2021-02-09T19:17:54.040Z,"72 km ENE of Hihifo, Tonga",earthquake,7.1,1.9,0.205,9,reviewed,us,us
2021-02-01T13:10:15.874Z,38.9683,26.0399,9.41,4.9,mb,,32,0.682,0.48,us,us6000ddmm,2021-02-09T16:54:12.989Z,"17 km SW of Polichnítos, Greece",earthquake,4.6,4,0.068,68,reviewed,us,us
2021-02-01T11:13:35.147Z,-24.359,-67.2954,184.71,4.8,mb,,87,1.617,1.16,us,us6000ddm4,2021-02-01T11:32:02.040Z,"100 km W of San Antonio de los Cobres, Argentina",earthquake,6.8,11.3,0.176,10,reviewed,us,us
2021-02-01T08:35:18.026Z,39.0511,26.1067,7.16,5.2,mww,,45,0.622,0.5,us,us6000ddle,2021-02-01T22:50:02.040Z,"7 km WSW of Polichnítos, Greece",earthquake,5.1,1.6,0.069,20,reviewed,us,us
2021-02-01T08:34:47.319Z,37.3914,141.8797,44.68,4.6,mb,,135,1.783,1.05,us,us6000ddlg,2021-02-02T03:56:34.735Z,"78 km E of Namie, Japan",earthquake,8.3,8.1,0.1,30,reviewed,us,us
2021-02-01T06:00:05.068Z,38.89,26.0215,10,4.8,mb,,32,0.712,0.58,us,us6000ddkp,2021-02-01T14:16:37.647Z,"25 km SSW of Polichnítos, Greece",earthquake,2.8,1.9,0.074,57,reviewed,us,us
2021-02-01T05:46:53.021Z,38.9633,26.0739,10,4.8,mb,,34,0.656,0.81,us,us6000ddkk,2021-02-01T17:59:06.346Z,"15 km SW of Polichnítos, Greece",earthquake,4.8,1.9,0.135,17,reviewed,us,us
2021-02-01T05:31:49.501Z,4.1669,126.6027,52.26,4.5,mb,,117,3.058,0.5,us,us6000ddkj,2021-02-01T05:55:05.040Z,"186 km SE of Sarangani, Philippines",earthquake,4.1,8.2,0.131,17,reviewed,us,us
2021-02-01T05:20:05.048Z,-59.1473,-26.0908,119.68,5,mb,,86,7.511,0.79,us,us6000ddkg,2021-02-01T05:37:46.040Z,South Sandwich Islands region,earthquake,10.1,5.7,0.067,70,reviewed,us,us
2021-01-31T23:20:48.932Z,-31.7572,-68.9636,10,4.7,mwr,,39,0.318,0.88,us,us6000ddi8,2021-02-01T13:38:10.785Z,"31 km SW of Villa Basilio Nievas, Argentina",earthquake,2,1.7,0.038,68,reviewed,us,us
2021-01-31T22:54:20.147Z,19.7706,121.3484,48.93,4.7,mb,,132,3.042,0.53,us,us6000dev5,2021-02-08T04:38:51.040Z,"99 km SW of Basco, Philippines",earthquake,11.9,8.4,0.134,17,reviewed,us,us
2021-01-31T22:06:00.832Z,28.1524,57.257,10,4.9,mb,,71,3.33,0.61,us,us6000ddhs,2021-02-08T04:53:42.040Z,"114 km N of Mīnāb, Iran",earthquake,8.3,1.8,0.059,89,reviewed,us,us
2021-01-31T19:58:35.348Z,3.9662,126.5332,36.06,4.7,mb,,119,3.28,0.69,us,us6000deuy,2021-02-06T20:42:01.040Z,"198 km SE of Sarangani, Philippines",earthquake,11.6,6.6,0.152,13,reviewed,us,us
2021-01-31T19:05:14.669Z,2.6669,-59.6065,7.22,5.6,mww,,25,0.954,0.61,us,us6000ddge,2021-02-01T22:43:21.040Z,"82 km SSE of Lethem, Guyana",earthquake,7,4,0.048,42,reviewed,us,us
2021-01-31T16:42:37.236Z,-9.2887,107.079,10,4.6,mb,,162,1.9,0.45,us,us6000deuu,2021-02-07T18:15:24.040Z,"234 km S of Banjar, Indonesia",earthquake,9.6,2,0.157,13,reviewed,us,us
2021-01-31T16:10:12.563Z,-57.4896,-25.1772,35,4.6,mb,,68,16.972,0.56,us,us6000deut,2021-02-07T17:41:48.040Z,South Sandwich Islands region,earthquake,9.7,1.9,0.136,16,reviewed,us,us
2021-01-31T16:04:33.558Z,28.1239,56.7149,10,4.9,mww,,72,3.198,0.67,us,us6000ddfd,2021-02-07T16:13:29.777Z,"112 km NNE of Bandar Abbas, Iran",earthquake,6.5,1.6,0.098,10,reviewed,us,us
2021-01-31T15:51:49.658Z,22.1851,143.8711,132.47,4.9,mb,,99,5.124,0.7,us,us6000ddfb,2021-02-07T15:50:15.040Z,"Volcano Islands, Japan region",earthquake,9.4,5.9,0.036,249,reviewed,us,us
2021-01-31T15:50:10.756Z,-17.9997,-178.0067,522.9,4.5,mb,,53,3.761,0.56,us,us6000deur,2021-02-07T15:36:23.040Z,"283 km E of Levuka, Fiji",earthquake,12.2,6.9,0.103,28,reviewed,us,us
2021-01-31T09:44:41.806Z,-5.4951,133.8417,10,5.1,mww,,55,3.011,0.99,us,us6000dddu,2021-01-31T10:02:41.040Z,"121 km E of Tual, Indonesia",earthquake,6.3,1.9,0.098,10,reviewed,us,us
2021-01-31T09:28:51.342Z,-5.6403,133.6777,10,4.9,mb,,106,3.055,0.76,us,us6000dddp,2021-01-31T09:57:49.624Z,"102 km E of Tual, Indonesia",earthquake,6.1,1.8,0.169,11,reviewed,us,us
2021-01-31T05:11:02.963Z,21.7656,145.4551,10,5,mb,,75,6.085,0.63,us,us6000ddct,2021-02-10T05:21:05.454Z,Mariana Islands region,earthquake,8,1.6,0.042,179,reviewed,us,us
2021-01-31T03:59:26.683Z,-24.2289,-66.9403,168.65,5.1,mb,,29,2.852,0.9,us,us6000ddcd,2021-02-06T02:23:08.152Z,"63 km W of San Antonio de los Cobres, Argentina",earthquake,8.1,6.7,0.025,515,reviewed,us,us
2021-01-31T01:33:03.884Z,-22.9561,-179.523,530.6,4.6,mb,,99,6.424,0.73,us,us6000ddbs,2021-01-31T02:04:47.040Z,south of the Fiji Islands,earthquake,15.5,5.2,0.141,15,reviewed,us,us
2021-01-31T00:34:14.635Z,9.0919,126.5574,18.17,4.9,mb,,108,2.23,0.52,us,us6000ddbf,2021-02-10T06:53:02.040Z,"34 km ENE of Bacolod, Philippines",earthquake,6.1,4.5,0.07,64,reviewed,us,us
2021-01-30T15:39:44.875Z,-8.2653,156.3045,40.67,4.5,mb,,87,3.784,1.05,us,us6000desb,2021-02-06T20:38:43.040Z,"61 km WSW of Gizo, Solomon Islands",earthquake,11.6,5.9,0.15,13,reviewed,us,us
2021-01-30T15:36:50.468Z,-62.2162,-57.5546,10,5,mb,,96,1.213,1.12,us,us6000dd9d,2021-01-30T15:53:25.040Z,South Shetland Islands,earthquake,9.3,1.9,0.088,41,reviewed,us,us
2021-01-30T14:19:28.576Z,47.2241,152.5273,112.18,4.6,mb,,170,6.674,0.9,us,us6000dd90,2021-01-30T15:02:25.040Z,Kuril Islands,earthquake,12.5,8.9,0.054,103,reviewed,us,us
2021-01-30T13:29:25.576Z,-5.7927,148.4892,129.72,4.5,mb,,65,3.889,0.92,us,us6000dd8q,2021-01-30T15:10:33.040Z,"110 km NE of Finschhafen, Papua New Guinea",earthquake,9.8,8.5,0.118,21,reviewed,us,us
2021-01-30T13:24:59.163Z,-19.9645,-70.3439,60.95,5.2,mww,,136,0.617,0.82,us,us6000dd81,2021-02-03T17:51:38.078Z,"34 km NW of Iquique, Chile",earthquake,4.7,3.5,0.071,19,reviewed,us,us
2021-01-30T10:52:32.139Z,-4.4977,102.5621,57.84,5.4,mb,,67,0.415,0.85,us,us6000dd7l,2021-01-31T10:55:36.767Z,"83 km SSE of Bengkulu, Indonesia",earthquake,7.1,6.1,0.053,124,reviewed,us,us
2021-01-30T09:50:05.806Z,1.5434,121.9811,483.48,4.5,mb,,80,1.273,0.96,us,us6000dd7d,2021-01-30T10:05:58.040Z,"163 km NW of Gorontalo, Indonesia",earthquake,8.9,8.3,0.106,26,reviewed,us,us
2021-01-30T08:35:16.976Z,54.2063,169.2715,19.84,5.3,mww,,81,3.243,0.81,us,us6000dd74,2021-01-30T18:34:06.040Z,"Komandorskiye Ostrova, Russia region",earthquake,8.3,4.4,0.041,56,reviewed,us,us
2021-01-30T08:22:05.719Z,-18.2509,-69.7706,115.85,4.8,mb,,76,0.555,0.66,us,us6000dd72,2021-01-31T01:47:50.530Z,"55 km SE of Calana, Peru",earthquake,7.1,7.2,0.084,43,reviewed,us,us
2021-01-30T05:35:28.317Z,12.7207,-88.0212,68.47,5,mb,,125,0.976,0.74,us,us6000dd68,2021-01-30T06:07:49.025Z,"52 km S of Intipucá, El Salvador",earthquake,6.7,6.1,0.035,254,reviewed,us,us
2021-01-30T05:17:24.647Z,-3.0919,129.3568,10.06,5.3,mb,,57,2.893,0.66,us,us6000dd64,2021-01-30T05:36:35.040Z,"55 km ENE of Amahai, Indonesia",earthquake,6.8,4.2,0.068,73,reviewed,us,us
2021-01-30T04:19:24.322Z,-62.119,-56.4648,10,5,mb,,49,1.038,0.88,us,us6000dd5u,2021-01-30T04:37:24.040Z,South Shetland Islands,earthquake,5.3,1.9,0.073,60,reviewed,us,us
2021-01-30T03:13:01.279Z,10.571,125.5166,35,4.7,mb,,125,10.51,0.85,us,us6000derk,2021-02-06T01:36:09.040Z,"23 km NNW of Loreto, Philippines",earthquake,15.5,2,0.175,11,reviewed,us,us
2021-01-30T01:25:52.859Z,29.3374,128.7017,10,4.6,mb,,125,2.52,1,us,us6000derh,2021-02-06T00:07:49.040Z,"131 km NW of Naze, Japan",earthquake,4.6,1.9,0.119,23,reviewed,us,us
2021-01-29T22:33:50.019Z,14.1786,145.1746,108.2,4.6,mb,,46,0.656,0.61,us,us6000dd3m,2021-02-08T06:03:26.966Z,"77 km NNE of Yigo Village, Guam",earthquake,5.3,5.6,0.066,69,reviewed,us,us
2021-01-29T19:47:55.905Z,-13.963,121.8415,10,5.6,mww,,25,4.808,1.08,us,us6000dd2i,2021-01-30T19:51:15.057Z,northwest of Australia,earthquake,5.7,1.7,0.06,27,reviewed,us,us
2021-01-29T19:31:28.876Z,2.6278,126.7698,18.55,4.6,mb,,105,1.937,0.83,us,us6000dd2d,2021-01-29T21:46:50.040Z,"170 km NW of Tobelo, Indonesia",earthquake,7.9,5.1,0.107,28,reviewed,us,us
2021-01-29T19:23:38.515Z,7.1192,-72.0935,20.96,4.7,mb,,110,1.565,0.73,us,us6000dd2a,2021-01-31T19:25:30.631Z,"12 km N of Cubará, Colombia",earthquake,5.3,6,0.079,51,reviewed,us,us
2021-01-29T15:57:02.883Z,-41.2653,85.4784,10,4.6,mb,,83,29.125,0.98,us,us6000deqh,2021-02-06T20:27:24.040Z,southeast Indian Ridge,earthquake,12.7,1.9,0.173,11,reviewed,us,us
2021-01-29T14:10:39.834Z,-61.7259,-55.3187,10,5.2,mb,,54,1.66,0.71,us,us6000dcxt,2021-01-29T14:29:46.040Z,South Shetland Islands,earthquake,6.1,1.6,0.07,69,reviewed,us,us
2021-01-29T13:54:40.608Z,-61.8129,-55.4615,10,4.8,mb,,64,1.568,1.13,us,us6000dcxq,2021-01-29T14:17:58.040Z,South Shetland Islands,earthquake,8,1.9,0.103,29,reviewed,us,us
2021-01-29T13:23:26.183Z,8.2289,-82.9922,10,4.7,mb,,150,0.371,0.68,us,us6000dcxa,2021-01-29T13:48:05.040Z,"15 km WSW of Puerto Armuelles, Panama",earthquake,3.5,1.5,0.118,22,reviewed,us,us
2021-01-29T13:14:44.904Z,8.2765,-82.9539,10,5.5,mww,,76,0.385,0.74,us,us6000dcx7,2021-01-30T13:19:00.023Z,"10 km W of Puerto Armuelles, Panama",earthquake,5.1,1.8,0.043,51,reviewed,us,us
2021-01-29T12:41:39.155Z,8.1941,-82.9664,10,5.6,mww,,82,0.41,0.74,us,us6000dcx1,2021-01-30T12:45:00.915Z,"14 km SW of Puerto Armuelles, Panama",earthquake,5,1.8,0.068,21,reviewed,us,us
2021-01-29T11:23:28.861Z,8.2438,-83.0096,11.31,4.9,mb,,134,0.348,0.73,us,us6000dcwl,2021-01-29T13:03:31.284Z,"16 km WSW of Puerto Armuelles, Panama",earthquake,6.3,4.9,0.037,231,reviewed,us,us
2021-01-29T10:40:57.314Z,-31.2597,-179.2701,200.05,4.7,mb,,82,2.319,0.69,us,us6000dcwh,2021-01-29T11:26:47.040Z,Kermadec Islands region,earthquake,12.6,7.5,0.08,48,reviewed,us,us
2021-01-29T05:52:29.281Z,-8.4941,159.0781,127.3,4.9,mb,,85,1.272,0.73,us,us6000dctr,2021-01-29T06:10:41.040Z,"68 km SW of Buala, Solomon Islands",earthquake,10.3,7.4,0.065,74,reviewed,us,us
2021-01-29T05:12:20.374Z,13.5212,120.5455,20.51,4.9,mww,,60,9.727,0.91,us,us6000dctk,2021-01-29T11:55:55.627Z,"14 km ENE of Harrison, Philippines",earthquake,9.2,5.6,0.093,11,reviewed,us,us
2021-01-29T01:13:10.894Z,-17.7464,167.6716,10,4.8,mb,,272,3.73,0.95,us,us6000depm,2021-02-05T22:40:24.040Z,"68 km W of Port-Vila, Vanuatu",earthquake,10.7,2,0.249,6,reviewed,us,us
2021-01-28T19:24:26.918Z,40.0825,141.6975,69.17,4.6,mb,,132,0.855,0.94,us,us6000dcqf,2021-02-09T18:46:06.040Z,"37 km ESE of Ichinohe, Japan",earthquake,6.7,2.7,0.065,71,reviewed,us,us
2021-01-28T18:51:50.650Z,44.1798,147.6387,67.52,4.6,mb,,135,3.632,0.82,us,us6000dcq6,2021-02-09T18:42:04.040Z,"84 km ENE of Shikotan, Russia",earthquake,8.8,6.7,0.06,82,reviewed,us,us
2021-01-28T17:52:34.057Z,-17.9428,-178.3424,599.36,4.5,mb,,122,3.439,0.67,us,us6000denf,2021-02-09T19:38:57.040Z,"248 km E of Levuka, Fiji",earthquake,15.1,7.5,0.127,18,reviewed,us,us
2021-01-28T17:06:26.795Z,41.2498,49.9952,35,4.6,mb,,71,4.142,1.16,us,us6000dcpj,2021-02-09T15:04:31.348Z,"65 km NE of Şuraabad, Azerbaijan",earthquake,7.2,1.9,0.078,49,reviewed,us,us
2021-01-28T10:38:45.690Z,13.9473,-91.8831,46.86,4.8,mb,,128,0.602,0.76,us,us6000dcme,2021-01-28T10:53:47.040Z,"38 km S of Champerico, Guatemala",earthquake,7.9,7.7,0.032,312,reviewed,us,us
2021-01-28T07:57:12.495Z,4.9125,127.4813,122.66,4.8,mb,,81,2.858,0.63,us,us6000dclc,2021-01-28T08:25:08.040Z,"215 km SE of Pondaguitan, Philippines",earthquake,8.1,7.4,0.055,105,reviewed,us,us
2021-01-28T07:29:33.011Z,22.5735,121.0345,10,4.8,mb,,82,0.246,0.64,us,us6000dclb,2021-01-28T08:13:27.040Z,"61 km E of Donggang, Taiwan",earthquake,5.7,1.9,0.072,59,reviewed,us,us
2021-01-28T06:03:22.557Z,-6.373,154.0443,10,5,mb,,45,13.797,0.63,us,us6000dckn,2021-01-28T06:50:47.040Z,"159 km W of Panguna, Papua New Guinea",earthquake,12.3,1.8,0.074,59,reviewed,us,us
2021-01-28T02:55:30.084Z,-61.8425,-55.7451,10,4.5,mb,,45,1.43,0.47,us,us6000demv,2021-02-08T03:42:36.040Z,South Shetland Islands,earthquake,7.7,1.9,0.144,14,reviewed,us,us
2021-01-28T01:24:30.120Z,-15.9029,-174.4514,10,4.5,mb,,124,3.253,0.85,us,us6000demu,2021-02-08T01:50:46.040Z,"70 km W of Hihifo, Tonga",earthquake,7.5,1.8,0.14,15,reviewed,us,us
2021-01-28T01:06:06.053Z,-16.4788,-174.3278,73.89,4.5,mb,,124,7.393,0.44,us,us6000demy,2021-02-08T01:34:32.040Z,"81 km SW of Hihifo, Tonga",earthquake,11,7.8,0.163,11,reviewed,us,us
2021-01-28T00:51:39.387Z,-32.291,-13.5178,10,4.8,mb,,87,4.867,0.36,us,us6000demr,2021-02-10T03:44:57.040Z,southern Mid-Atlantic Ridge,earthquake,5.4,1.9,0.138,16,reviewed,us,us
2021-01-27T17:21:33.496Z,-1.3747,-15.0256,10,4.6,mb,,194,6.432,0.84,us,us6000def2,2021-02-05T21:36:19.040Z,north of Ascension Island,earthquake,7.4,2,0.386,6,reviewed,us,us
2021-01-27T16:46:18.251Z,-6.415,129.9443,174,4.6,mb,,37,2.057,0.66,us,us7000d3rp,2021-02-05T02:53:36.040Z,Banda Sea,earthquake,7.5,7.2,0.085,44,reviewed,us,us
2021-01-27T16:35:32.011Z,5.2872,-82.6239,10,4.7,mb,,128,3.179,0.75,us,us7000d3rn,2021-02-05T02:48:17.040Z,south of Panama,earthquake,8.3,1.8,0.071,60,reviewed,us,us
2021-01-27T16:25:17.269Z,40.5301,-127.0419,10,4.6,mwr,,128,2.062,0.56,us,us7000d3rk,2021-02-05T02:45:09.086Z,"235 km W of Ferndale, California",earthquake,9,1.9,0.026,137,reviewed,us,us
2021-01-27T14:27:38.822Z,42.7779,146.3204,40.15,4.6,mb,,54,2.463,0.85,us,us7000d3q6,2021-01-29T14:44:10.040Z,"85 km SE of Nemuro, Japan",earthquake,8.5,7.2,0.076,54,reviewed,us,us
2021-01-27T12:45:30.286Z,-3.0081,138.5982,57.6,4.9,mb,,57,6.341,0.66,us,us7000d3nu,2021-01-27T13:04:49.040Z,"230 km WSW of Abepura, Indonesia",earthquake,7.6,7.5,0.087,41,reviewed,us,us
2021-01-27T10:40:26.412Z,-5.1515,103.6685,49.15,4.8,mb,,40,1.059,0.99,us,us7000d3n4,2021-01-27T11:00:28.040Z,"125 km SSW of Baturaja, Indonesia",earthquake,6.7,7.3,0.078,51,reviewed,us,us
2021-01-27T09:10:39.198Z,-20.3181,-178.1238,571.54,5,mb,,135,4.43,0.68,us,us7000d3m9,2021-01-27T09:25:59.040Z,Fiji region,earthquake,14.2,9.9,0.089,40,reviewed,us,us
2021-01-27T07:57:33.358Z,4.4075,-75.856,159.4,4.9,mb,,86,1.59,0.88,us,us7000d3m3,2021-02-02T13:39:15.419Z,"8 km NNW of Caicedonia, Colombia",earthquake,6.9,6.7,0.026,452,reviewed,us,us
2021-01-27T05:06:53.223Z,42.6991,141.9454,115.62,5.2,mww,,34,1.128,0.87,us,us7000d3l5,2021-02-02T12:42:57.337Z,"27 km ESE of Chitose, Japan",earthquake,6,4.8,0.093,11,reviewed,us,us
2021-01-27T04:19:56.888Z,0.0083,123.4695,137.17,5,mb,,34,1.254,0.86,us,us7000d3kp,2021-02-05T05:01:26.040Z,"74 km SE of Gorontalo, Indonesia",earthquake,6.4,4.9,0.061,86,reviewed,us,us
2021-01-27T04:08:27.072Z,-61.8961,-55.3861,10,5,mb,,70,1.58,0.69,us,us7000d3nd,2021-02-05T05:05:54.040Z,South Shetland Islands,earthquake,7.5,1.8,0.105,29,reviewed,us,us
2021-01-27T03:13:22.948Z,-10.5209,123.7781,10,4.9,mb,,64,0.332,0.59,us,us7000d3kg,2021-02-05T04:55:10.040Z,"43 km SSE of Kupang, Indonesia",earthquake,5.3,1.8,0.11,26,reviewed,us,us
2021-01-26T23:37:58.019Z,-28.7978,-68.922,106.06,4.5,mwr,,42,1.558,1.02,us,us7000d3jg,2021-02-04T04:17:42.040Z,"69 km W of Vinchina, Argentina",earthquake,5.9,4.9,0.062,25,reviewed,us,us
2021-01-26T22:58:05.297Z,1.0815,-79.8781,44.32,4.5,mb,,148,1.655,1.48,us,us6000de7j,2021-02-04T04:00:49.040Z,"28 km WNW of Esmeraldas, Ecuador",earthquake,9.1,9.2,0.11,24,reviewed,us,us
2021-01-26T21:52:14.331Z,-22.8853,172.2155,23.66,4.7,mb,,77,4.122,1.07,us,us6000de7i,2021-02-04T01:19:01.040Z,southeast of the Loyalty Islands,earthquake,4.1,5,0.106,27,reviewed,us,us
2021-01-26T15:42:22.947Z,-6.922,155.8614,104.41,4.8,mb,,77,4.617,0.55,us,us7000d3gs,2021-02-03T20:10:25.040Z,"78 km SSE of Panguna, Papua New Guinea",earthquake,8.3,6.8,0.08,49,reviewed,us,us
2021-01-26T14:57:00.108Z,46.9515,152.433,77.84,4.6,mb,,62,6.621,0.48,us,us7000d3g3,2021-02-03T19:51:38.040Z,Kuril Islands,earthquake,9.8,5.5,0.08,47,reviewed,us,us
2021-01-26T13:50:09.990Z,-25.8534,-70.9826,27.55,4.6,mwr,,117,0.453,0.72,us,us7000d3ev,2021-02-03T18:54:51.040Z,"70 km SW of Taltal, Chile",earthquake,5.8,4.1,,,reviewed,us,guc
2021-01-26T13:05:42.301Z,-19.968,-178.1591,574.4,4.6,mb,,113,4.213,0.58,us,us7000d3eq,2021-02-03T18:48:47.040Z,Fiji region,earthquake,12.7,7.4,0.048,130,reviewed,us,us
2021-01-26T11:17:40.697Z,36.1658,41.0703,10,4.9,mb,,85,1.169,0.7,us,us7000d3ec,2021-01-28T03:40:58.942Z,"47 km SE of Al Ḩasakah, Syria",earthquake,5.5,1.9,0.085,43,reviewed,us,us
2021-01-26T07:59:27.316Z,-23.9749,-179.1857,528,5,mb,,120,5.367,1.04,us,us7000d3dl,2021-01-26T08:15:41.040Z,south of the Fiji Islands,earthquake,14,12.1,0.103,30,reviewed,us,us
2021-01-26T05:08:48.712Z,-11.2648,165.2696,10,5.1,mb,,63,4.563,0.91,us,us7000d3c9,2021-01-26T05:35:34.040Z,Santa Cruz Islands,earthquake,8.7,1.8,0.075,58,reviewed,us,us
2021-01-26T04:32:04.437Z,-6.7521,156.3225,10,4.5,mb,,126,9.447,0.79,us,us6000de76,2021-02-04T00:35:41.040Z,"96 km SE of Kieta, Papua New Guinea",earthquake,11.8,1.9,0.135,16,reviewed,us,us
2021-01-26T04:17:55.285Z,-6.9635,155.7839,75.24,5.3,mww,,50,4.535,0.95,us,us7000d3c0,2021-02-04T01:45:45.609Z,"78 km SSE of Panguna, Papua New Guinea",earthquake,7.7,3.9,0.093,11,reviewed,us,us
2021-01-26T01:30:30.322Z,-22.1159,-179.3784,545.16,4.9,mb,,76,4.974,0.96,us,us7000d3ax,2021-02-04T02:01:22.040Z,south of the Fiji Islands,earthquake,11,5.5,0.078,51,reviewed,us,us
